Chain Number,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10
1913,pics,mucus,calmly,lasagna,lovingly,something,criminally
1914,gyms,adieu,expert,earring,turnover,differing,psychology
1915,miss,vibes,hippie,catches,nuisance,shortcuts,crocodiles
1916,mina,blast,screen,wreaths,endeavor,printable,localities
1917,mach,phase,fitter,frowned,eviction,underwood,precaution
1918,bond,their,solves,genders,untitled,segmented,unattended
1919,clay,round,shells,warning,refinery,stateside,advertised
1920,stag,benny,cooper,intense,budgeted,currently,conserving
1921,deli,henna,maxima,fervent,tropical,bolstered,overriding
1922,pose,snake,leaked,carotid,somerset,desirable,commitment
1923,yarn,leary,babies,smuggle,resigned,campaigns,identities
1924,mood,demos,native,ensured,bridging,behaviors,recruiters
1925,wife,makes,rental,trooper,settlers,forensics,affiliates
1926,mesh,dumas,floats,pleased,monetary,craftsman,wonderland
1927,pass,final,merely,gypsies,valencia,tentative,supermodel
1928,slug,yahoo,appeal,bonfire,primrose,extremism,adsorption
1929,dish,drops,reared,blinded,hardship,untouched,roadblocks
1930,move,lingo,advert,buckled,granting,equations,lifesaving
1931,wigs,truer,expand,rentals,claimant,summoning,sportswear
1932,lose,spade,format,bugging,absolute,thousands,mistakenly
1933,bunk,pests,breast,repairs,boutique,smoothies,commandant
1934,bail,rabbi,lawful,reptile,knockout,mannequin,compulsion
1935,swam,steps,spaces,reports,cleanser,undergone,recoveries
1936,hood,broth,cookie,revised,hindered,moonlight,creatively
1937,lies,bates,magnet,grocery,stoppage,foolproof,programmed
1938,skew,trams,stench,dodgers,mystique,sociopath,remodeling
1939,amps,straw,riding,dressed,polished,broadside,cautiously
1940,lily,throw,melody,masking,despised,protested,accomplice
1941,shad,lined,aerial,jewelry,defender,suitcases,idealistic
1942,offs,cages,remain,busiest,occasion,biosphere,precedents
1943,tame,carve,pushed,paradox,upgraded,unmatched,frightened
1944,bits,wound,cancer,incited,stripped,strictest,innovative
1945,road,denim,dotted,gardens,classics,protocols,landscapes
1946,maxi,hills,affirm,spanned,mainline,microwave,summertime
1947,cell,asset,forced,account,enlarged,maintains,trampoline
1948,nuke,prior,camera,touring,stimulus,frostbite,proverbial
1949,dusk,angst,zipper,hunters,switches,flammable,skateboard
1950,troy,class,looked,adorned,scolding,normalize,injunction
1951,weld,colts,pieces,minivan,adopters,elevators,upholstery
1952,clue,vomit,tailor,selling,executes,entangled,restraints
1953,tony,tufts,rumour,stardom,shredded,companion,campaigner
1954,anal,buffy,doable,robbery,outwards,solutions,suspicious
1955,bile,rages,adding,replete,beatings,marijuana,travelling
1956,band,inner,liquid,rubbing,pinpoint,monograph,valuations
1957,defy,lanes,mousse,filings,panorama,custodial,satisfying
1958,live,owner,unplug,defiant,dispatch,continual,birthright
1959,pars,wider,notice,scanner,conforms,eradicate,volunteers
1960,late,raped,untrue,revenge,actually,retainers,neuropathy
1961,pane,usual,spirit,schemes,walkways,discovers,gymnastics
1962,nazi,shiva,blades,process,inferior,outweighs,bodyguards
1963,team,slick,heroes,shotgun,included,objecting,celebrates
1964,carl,coles,vanity,watered,delivers,emigrants,intimately
1965,trot,gears,raises,hearsay,genocide,shortstop,servicemen
1966,beta,hails,skewed,kinship,shanghai,posterior,effortless
1967,rule,swoon,decode,apparel,drenched,humiliate,depositing
1968,taro,tides,floral,visitor,sketches,evocative,difference
1969,coon,mined,halted,eminent,handsome,equalizer,connecting
1970,rays,facet,carlin,customs,selected,shepherds,shopkeeper
1971,raid,intro,fixing,freebie,opposite,offensive,unprepared
1972,bugs,cores,pushes,utility,skirmish,forwarded,stuttering
1973,glow,milky,fatter,bidding,embarked,clippings,hopelessly
1974,rams,thine,boston,flavors,splendor,transport,diminishes
1975,need,tales,grille,greeted,wheeling,murdering,efficiency
1976,bred,black,sugars,discord,ceramics,plausible,eucalyptus
1977,town,rouse,reason,jordans,hallowed,threesome,composites
1978,dire,other,kicked,mistook,painless,distorted,threatened
1979,come,issue,punish,subunit,elevator,localised,fatherhood
1980,link,sores,images,profane,brothels,impending,management
1981,quay,waive,decked,phantom,screwing,hydration,unbeatable
1982,doth,aspen,mounts,despise,supplier,stillness,preferably
1983,fade,taint,guests,savings,episodic,prevented,unbalanced
1984,emir,sloth,regret,resigns,doomsday,backfired,underneath
1985,anna,slush,fallow,winners,deserted,phenomena,manifested
1986,pond,gurus,actors,reasons,uncovers,tortillas,companions
1987,tees,clubs,beards,exploit,birthday,highlight,technician
1988,snow,strip,insert,tickled,withhold,pointless,flickering
1989,dame,babel,module,suspend,freedman,supporter,dehydrated
1990,lira,urine,hunger,advises,emperors,craftsmen,navigation
1991,work,waits,derive,restart,implying,actuality,clarifying
1992,fail,fancy,gypsum,sensual,daunting,fragrance,restaurant
1993,honk,query,lashed,stating,register,sculpting,provincial
1994,lazy,punch,refuse,crowder,festival,servicing,horrendous
1995,time,purse,malice,orchids,canister,amounting,unwavering
1996,fuss,cough,fishes,blaster,migrants,watermark,researcher
1997,born,bytes,sesame,slander,garments,committed,applicable
1998,foes,hives,better,pounder,eighteen,massively,encouraged
1999,west,bribe,badass,cannons,clutches,adversely,prosperity
2000,dark,tubes,chains,markers,pounding,persuaded,chimpanzee
2001,mice,kudos,matter,cracker,awaiting,quotation,dissolving
2002,soft,parry,gunmen,drugged,narrower,atrocious,gynecology
2003,dahl,slabs,deluge,prefect,hovering,surviving,customized
2004,duck,skull,fleshy,curator,expertly,launchers,economists
2005,mods,nests,camper,laptops,legacies,sustained,neglecting
2006,tuba,frown,docked,mitzvah,exposure,nurseries,apartments
2007,dial,adapt,saying,outpost,subspace,goddamned,allegation
2008,heed,locus,decker,brevity,reformed,inpatient,connection
2009,noon,cases,owners,jubilee,perfumes,mastering,structures
2010,brew,rural,homage,hamster,epidemic,austerity,exclusions
2011,typo,seton,welder,booster,rebelled,starlight,intervened
2012,flap,avant,tinted,transit,exerting,butterfly,lighthouse
2013,bury,leans,frills,plunger,outfield,shellfish,confession
2014,plot,title,flakes,relieve,emporium,parentage,perversion
2015,seen,meaty,picked,dispose,business,wholesome,economical
2016,info,eerie,kiosks,parties,leftover,violently,admissible
2017,mode,wrong,detach,handset,booklets,inventory,interfered
2018,crop,atlas,gratis,showing,flavours,corridors,mosquitoes
2019,toon,urges,deceit,invited,dopamine,coworkers,blackberry
2020,figs,pupil,pitted,dioxide,platonic,automatic,instrument
2021,slur,fryer,truths,cluster,nonsense,decorator,challenges
2022,melt,helix,pranks,concert,alluding,diabetics,shattering
2023,pays,bring,cables,squared,involved,colonists,subsidiary
2024,hail,avert,modest,renting,pioneers,sprinting,cumbersome
2025,loot,blues,lounge,inhuman,frontier,sufferers,infectious
2026,grin,whisk,seneca,happens,invading,cameraman,enormously
2027,boos,knock,ordeal,walkway,fillings,seriously,noteworthy
2028,foal,batch,blacks,couples,promotes,spiritual,logistical
2029,cain,lords,paying,valleys,marquess,ombudsman,terrifying
2030,sink,power,baller,soloist,cleansed,outscored,sprinklers
2031,chic,glare,brazil,affixed,terrible,observant,tactically
2032,auld,kelly,extant,submits,decently,stretcher,reappeared
2033,last,sodas,kindly,hurdles,drinking,prevalent,technology
2034,mons,bulge,roving,fetched,dolphins,andromeda,trademarks
2035,dots,craft,figure,fasting,blending,networked,preferable
2036,rash,honed,indigo,sticker,advisory,bacterial,postseason
2037,duos,kilos,extend,backups,sideways,fireflies,rightfully
